iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
NZL,Oceania,New Zealand,2020-10-30,1957,7,3.286,25,0,0,405.829,1.452,0.681,5.184,0,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA,5964,1096666,227.419,1.237,4988,1.034,0.001,1518,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-10-31,1959,2,3.429,25,0,0,406.243,0.415,0.711,5.184,0,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA,4401,1101067,228.331,0.913,4846,1.005,0.001,1413.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-01,1963,4,3.286,25,0,0,407.073,0.829,0.681,5.184,0,0,0.87,NA,NA,NA,NA,NA,NA,NA,NA,3046,1104113,228.963,0.632,4847,1.005,0.001,1475,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-02,1968,5,3.857,25,0,0,408.11,1.037,0.8,5.184,0,0,0.87,NA,NA,NA,NA,NA,NA,NA,NA,2455,1106568,229.472,0.509,4868,1.009,0.001,1262.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-03,1971,3,4,25,0,0,408.732,0.622,0.829,5.184,0,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA,7171,1113739,230.959,1.487,5416,1.123,0.001,1354,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-04,1973,2,3.429,25,0,0,409.147,0.415,0.711,5.184,0,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4989,1.035,0.001,1454.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-05,1974,1,3.429,25,0,0,409.354,0.207,0.711,5.184,0,0,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4553,0.944,0.001,1327.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-06,1976,2,2.714,25,0,0,409.769,0.415,0.563,5.184,0,0,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126986,233.706,NA,4331,0.898,0.001,1595.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-07,1982,6,3.286,25,0,0,411.013,1.244,0.681,5.184,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,5834,1132820,234.916,1.21,4536,0.941,0.001,1380.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-08,1986,4,3.286,25,0,0,411.842,0.829,0.681,5.184,0,0,0.91,NA,NA,NA,NA,NA,NA,NA,NA,4116,1136936,235.77,0.854,4689,0.972,0.001,1427,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-09,1987,1,2.714,25,0,0,412.05,0.207,0.563,5.184,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,3042,1139978,236.4,0.631,4773,0.99,0.001,1758.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-10,1988,1,2.429,25,0,0,412.257,0.207,0.504,5.184,0,0,0.91,NA,NA,NA,NA,NA,NA,NA,NA,2960,1142938,237.014,0.614,4171,0.865,0.001,1717.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-11,1991,3,2.571,25,0,0,412.879,0.622,0.533,5.184,0,0,0.93,NA,NA,NA,NA,NA,NA,NA,NA,5995,1148933,238.257,1.243,4397,0.912,0.001,1710.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-12,1995,4,3,25,0,0,413.709,0.829,0.622,5.184,0,0,0.95,NA,NA,NA,NA,NA,NA,NA,NA,6581,1155514,239.622,1.365,4706,0.976,0.001,1568.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-13,1998,3,3.143,25,0,0,414.331,0.622,0.652,5.184,0,0,0.96,NA,NA,NA,NA,NA,NA,NA,NA,7226,1162740,241.121,1.498,5108,1.059,0.001,1625.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-14,2001,3,2.714,25,0,0,414.953,0.622,0.563,5.184,0,0,0.97,NA,NA,NA,NA,NA,NA,NA,NA,6322,1169062,242.432,1.311,5177,1.074,0.001,1907.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-15,2001,0,2.143,25,0,0,414.953,0,0.444,5.184,0,0,0.99,NA,NA,NA,NA,NA,NA,NA,NA,10525,1179587,244.614,2.183,6093,1.264,0,2843.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-16,2005,4,2.571,25,0,0,415.782,0.829,0.533,5.184,0,0,1.02,NA,NA,NA,NA,NA,NA,NA,NA,5298,1184885,245.713,1.099,6415,1.33,0,2495.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-17,2008,3,2.857,25,0,0,416.405,0.622,0.592,5.184,0,0,1.04,NA,NA,NA,NA,NA,NA,NA,NA,6149,1191034,246.988,1.275,6871,1.425,0,2405,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-18,2010,2,2.714,25,0,0,416.819,0.415,0.563,5.184,0,0,1.06,NA,NA,NA,NA,NA,NA,NA,NA,8392,1199426,248.728,1.74,7213,1.496,0,2657.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-19,2013,3,2.571,25,0,0,417.441,0.622,0.533,5.184,0,0,1.08,NA,NA,NA,NA,NA,NA,NA,NA,8665,1208091,250.525,1.797,7511,1.558,0,2921.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-20,2019,6,3,25,0,0,418.686,1.244,0.622,5.184,0,0,1.11,NA,NA,NA,NA,NA,NA,NA,NA,9292,1217383,252.452,1.927,7806,1.619,0,2602,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-21,2028,9,3.857,25,0,0,420.552,1.866,0.8,5.184,0,0,1.12,NA,NA,NA,NA,NA,NA,NA,NA,7014,1224397,253.907,1.455,7905,1.639,0,2049.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-22,2030,2,4.143,25,0,0,420.967,0.415,0.859,5.184,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,6504,1230901,255.255,1.349,7331,1.52,0.001,1769.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-23,2031,1,3.714,25,0,0,421.174,0.207,0.77,5.184,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,3274,1234175,255.934,0.679,7041,1.46,0.001,1895.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-24,2039,8,4.429,25,0,0,422.833,1.659,0.918,5.184,0,0,1.09,NA,NA,NA,NA,NA,NA,NA,NA,3561,1237736,256.673,0.738,6672,1.384,0.001,1506.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-25,2040,1,4.286,25,0,0,423.041,0.207,0.889,5.184,0,0,1.07,NA,NA,NA,NA,NA,NA,NA,NA,5782,1243518,257.872,1.199,6299,1.306,0.001,1469.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-26,2047,7,4.857,25,0,0,424.492,1.452,1.007,5.184,0,0,1.07,NA,NA,NA,NA,NA,NA,NA,NA,9083,1252601,259.755,1.884,6359,1.319,0.001,1309.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-27,2050,3,4.429,25,0,0,425.114,0.622,0.918,5.184,0,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,7454,1260055,261.301,1.546,6096,1.264,0.001,1376.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-28,2050,0,3.143,25,0,0,425.114,0,0.652,5.184,0,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,6889,1266944,262.73,1.429,6078,1.26,0.001,1933.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-29,2056,6,3.714,25,0,0,426.358,1.244,0.77,5.184,0,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5762,1.195,0.001,1551.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-11-30,2059,3,4,25,0,0,426.981,0.622,0.829,5.184,0,0,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275525,264.509,NA,5907,1.225,0.001,1476.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-01,2060,1,3,25,0,0,427.188,0.207,0.622,5.184,0,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,3165,1278690,265.166,0.656,5851,1.213,0.001,1950.3,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-02,2069,9,4.143,25,0,0,429.054,1.866,0.859,5.184,0,0,1.04,NA,NA,NA,NA,NA,NA,NA,NA,7076,1285766,266.633,1.467,6035,1.251,0.001,1456.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-03,2069,0,3.143,25,0,0,429.054,0,0.652,5.184,0,0,1.01,NA,NA,NA,NA,NA,NA,NA,NA,5843,1291609,267.845,1.212,5573,1.156,0.001,1773.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-04,2078,9,4,25,0,0,430.921,1.866,0.829,5.184,0,0,1.01,NA,NA,NA,NA,NA,NA,NA,NA,6846,1298455,269.264,1.42,5486,1.138,0.001,1371.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-05,2078,0,4,25,0,0,430.921,0,0.829,5.184,0,0,0.98,NA,NA,NA,NA,NA,NA,NA,NA,6047,1304502,270.518,1.254,5365,1.113,0.001,1341.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-06,2079,1,3.286,25,0,0,431.128,0.207,0.681,5.184,0,0,0.97,NA,NA,NA,NA,NA,NA,NA,NA,5490,1309992,271.657,1.138,5537,1.148,0.001,1685,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-07,2085,6,3.714,25,0,0,432.372,1.244,0.77,5.184,0,0,0.97,NA,NA,NA,NA,NA,NA,NA,NA,2315,1312307,272.137,0.48,5255,1.09,0.001,1414.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-08,2088,3,4,25,0,0,432.994,0.622,0.829,5.184,0,0,0.95,NA,NA,NA,NA,NA,NA,NA,NA,2894,1315201,272.737,0.6,5216,1.082,0.001,1304,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-09,2088,0,2.714,25,0,0,432.994,0,0.563,5.184,0,0,0.93,NA,NA,NA,NA,NA,NA,NA,NA,6397,1321598,274.063,1.327,5119,1.062,0.001,1886.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-10,2092,4,3.286,25,0,0,433.824,0.829,0.681,5.184,0,0,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5061,1.05,0.001,1540.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-11,2092,0,2,25,0,0,433.824,0,0.415,5.184,0,0,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332470,276.318,NA,4859,1.008,0,2429.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-12,2096,4,2.571,25,0,0,434.653,0.829,0.533,5.184,0,0,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4675,0.969,0.001,1818.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-13,2096,0,2.429,25,0,0,434.653,0,0.504,5.184,0,0,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341978,278.29,NA,4569,0.947,0.001,1881,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-14,2096,0,1.571,25,0,0,434.653,0,0.326,5.184,0,0,0.97,NA,NA,NA,NA,NA,NA,NA,NA,2214,1344192,278.749,0.459,4555,0.945,0,2899.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-15,2100,4,1.714,25,0,0,435.483,0.829,0.355,5.184,0,0,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4732,0.981,0,2760.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-16,2100,0,1.714,25,0,0,435.483,0,0.355,5.184,0,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352462,280.464,NA,4409,0.914,0,2572.3,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-17,2110,10,2.571,25,0,0,437.557,2.074,0.533,5.184,0,0,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4394,0.911,0.001,1709.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-18,2110,0,2.571,25,0,0,437.557,0,0.533,5.184,0,0,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363124,282.675,NA,4379,0.908,0.001,1703.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-19,2116,6,2.857,25,0,0,438.801,1.244,0.592,5.184,0,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4326,0.897,0.001,1514.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-20,2121,5,3.571,25,0,0,439.838,1.037,0.741,5.184,0,0,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1371889,284.492,NA,4273,0.886,0.001,1196.6,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-21,2121,0,3.571,25,0,0,439.838,0,0.741,5.184,0,0,0.97,NA,NA,NA,NA,NA,NA,NA,NA,2161,1374050,284.941,0.448,4265,0.884,0.001,1194.3,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-22,2128,7,4,25,0,0,441.289,1.452,0.829,5.184,0,0,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4210,0.873,0.001,1052.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-23,2128,0,4,25,0,0,441.289,0,0.829,5.184,0,0,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1381545,286.495,NA,4155,0.862,0.001,1038.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-24,2128,0,2.571,25,0,0,441.289,0,0.533,5.184,0,0,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3867,0.802,0.001,1504.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-25,2128,0,2.571,25,0,0,441.289,0,0.533,5.184,0,0,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3579,0.742,0.001,1392.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-26,2144,16,4,25,0,0,444.607,3.318,0.829,5.184,0,0,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3427,0.711,0.001,856.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-27,2144,0,3.286,25,0,0,444.607,0,0.681,5.184,0,0,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394812,289.246,NA,3275,0.679,0.001,996.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-28,2151,7,4.286,25,0,0,446.059,1.452,0.889,5.184,0,0,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3260,0.676,0.001,760.6,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-29,2151,0,3.286,25,0,0,446.059,0,0.681,5.184,0,0,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,1398932,290.1,NA,3019,0.626,0.001,918.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-30,2162,11,4.857,25,0,0,448.34,2.281,1.007,5.184,0,0,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2978,0.618,0.002,613.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-12-31,2162,0,4.857,25,0,0,448.34,0,1.007,5.184,0,0,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,1405854,291.536,NA,2999,0.622,0.002,617.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
