iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
NZL,Oceania,New Zealand,2020-03-13,5,0,0.143,NA,NA,0,1.037,0,0.03,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,937,0.194,0.025,77,0.016,0.002,538.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-14,6,1,0.143,NA,NA,0,1.244,0.207,0.03,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,1065,0.221,0.027,89,0.018,0.002,622.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-15,8,2,0.429,NA,NA,0,1.659,0.415,0.089,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,1153,0.239,0.018,98,0.02,0.004,228.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-16,8,0,0.429,NA,NA,0,1.659,0,0.089,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,1557,0.323,0.084,144,0.03,0.003,335.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.11,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-17,12,4,1,NA,NA,0,2.488,0.829,0.207,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,2478,0.514,0.191,263,0.055,0.004,263,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.11,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-18,20,8,2.143,NA,NA,0,4.147,1.659,0.444,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010,3488,0.723,0.209,395,0.082,0.005,184.3,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.11,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-19,28,8,3.286,NA,NA,0,5.806,1.659,0.681,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384,4872,1.01,0.287,579,0.12,0.006,176.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.11,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-20,39,11,4.857,NA,NA,0,8.088,2.281,1.007,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1734,6606,1.37,0.36,810,0.168,0.006,166.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.89,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-21,52,13,6.571,NA,NA,0,10.783,2.696,1.363,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1281,7887,1.636,0.266,975,0.202,0.007,148.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-22,102,50,13.429,NA,NA,0,21.152,10.369,2.785,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,873,8760,1.817,0.181,1087,0.225,0.012,80.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-23,102,0,13.429,NA,NA,0,21.152,0,2.785,NA,NA,0,1.92,NA,NA,NA,NA,NA,NA,NA,NA,1898,10658,2.21,0.394,1300,0.27,0.01,96.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.63,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-24,155,53,20.429,NA,NA,0,32.143,10.991,4.236,NA,NA,0,1.94,NA,NA,NA,NA,NA,NA,NA,NA,2192,12850,2.665,0.455,1482,0.307,0.014,72.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.04,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-25,205,50,26.429,NA,NA,0,42.511,10.369,5.481,NA,NA,0,1.92,NA,NA,NA,NA,NA,NA,NA,NA,1952,14802,3.07,0.405,1616,0.335,0.016,61.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.74,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-26,283,78,36.429,NA,NA,0,58.687,16.175,7.554,NA,NA,0,1.89,NA,NA,NA,NA,NA,NA,NA,NA,2088,16890,3.503,0.433,1717,0.356,0.021,47.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-27,368,85,47,NA,NA,0,76.313,17.627,9.747,NA,NA,0,1.83,NA,NA,NA,NA,NA,NA,NA,NA,1853,18743,3.887,0.384,1734,0.36,0.027,36.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-28,451,83,57,NA,NA,0,93.525,17.212,11.82,NA,NA,0,1.75,NA,NA,NA,NA,NA,NA,NA,NA,1366,20109,4.17,0.283,1746,0.362,0.033,30.6,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-29,514,63,58.857,1,1,0.143,106.59,13.064,12.205,0.207,0.207,0.03,1.67,NA,NA,NA,NA,NA,NA,NA,NA,982,21091,4.374,0.204,1762,0.365,0.033,29.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-30,589,75,69.571,1,0,0.143,122.143,15.553,14.427,0.207,0,0.03,1.6,NA,NA,NA,NA,NA,NA,NA,NA,1959,23050,4.78,0.406,1770,0.367,0.039,25.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-03-31,647,58,70.286,1,0,0.143,134.17,12.028,14.575,0.207,0,0.03,1.51,NA,NA,NA,NA,NA,NA,NA,NA,2036,25086,5.202,0.422,1748,0.362,0.04,24.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-01,708,61,71.857,1,0,0.143,146.82,12.65,14.901,0.207,0,0.03,1.44,NA,NA,NA,NA,NA,NA,NA,NA,3662,28748,5.962,0.759,1992,0.413,0.036,27.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-02,797,89,73.429,1,0,0.143,165.276,18.456,15.227,0.207,0,0.03,1.37,NA,NA,NA,NA,NA,NA,NA,NA,4057,32805,6.803,0.841,2274,0.472,0.032,31,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-03,868,71,71.429,1,0,0.143,180,14.723,14.812,0.207,0,0.03,1.31,NA,NA,NA,NA,NA,NA,NA,NA,4361,37166,7.707,0.904,2632,0.546,0.027,36.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-04,950,82,71.286,1,0,0.143,197.004,17.005,14.783,0.207,0,0.03,1.24,NA,NA,NA,NA,NA,NA,NA,NA,2603,39769,8.247,0.54,2809,0.583,0.025,39.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-05,1039,89,75,1,0,0,215.46,18.456,15.553,0.207,0,0,1.17,NA,NA,NA,NA,NA,NA,NA,NA,2541,42310,8.774,0.527,3031,0.629,0.025,40.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-06,1106,67,73.857,1,0,0,229.354,13.894,15.316,0.207,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,3378,45688,9.474,0.701,3234,0.671,0.023,43.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-07,1160,54,73.286,1,0,0,240.552,11.198,15.197,0.207,0,0,1.02,NA,NA,NA,NA,NA,NA,NA,NA,4834,50522,10.477,1.002,3634,0.754,0.02,49.6,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-08,1210,50,71.714,1,0,0,250.921,10.369,14.872,0.207,0,0,0.95,NA,NA,NA,NA,NA,NA,NA,NA,3705,54227,11.245,0.768,3640,0.755,0.02,50.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-09,1239,29,63.143,1,0,0,256.935,6.014,13.094,0.207,0,0,0.89,NA,NA,NA,NA,NA,NA,NA,NA,3788,58015,12.031,0.786,3601,0.747,0.018,57,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-10,1283,44,59.286,2,1,0.143,266.059,9.124,12.294,0.415,0.207,0.03,0.83,NA,NA,NA,NA,NA,NA,NA,NA,1716,59731,12.387,0.356,3224,0.669,0.018,54.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-11,1312,29,51.714,4,2,0.429,272.073,6.014,10.724,0.829,0.415,0.089,0.78,NA,NA,NA,NA,NA,NA,NA,NA,1794,61525,12.759,0.372,3108,0.645,0.017,60.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-12,1330,18,41.571,4,0,0.429,275.806,3.733,8.621,0.829,0,0.089,0.73,NA,NA,NA,NA,NA,NA,NA,NA,1350,62875,13.039,0.28,2938,0.609,0.014,70.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-13,1349,19,34.714,5,1,0.571,279.746,3.94,7.199,1.037,0.207,0.118,0.69,NA,NA,NA,NA,NA,NA,NA,NA,1482,64357,13.346,0.307,2667,0.553,0.013,76.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-14,1366,17,29.429,9,4,1.143,283.271,3.525,6.103,1.866,0.829,0.237,0.64,NA,NA,NA,NA,NA,NA,NA,NA,3123,67480,13.994,0.648,2423,0.502,0.012,82.3,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-15,1386,20,25.143,9,0,1.143,287.419,4.147,5.214,1.866,0,0.237,0.61,NA,NA,NA,NA,NA,NA,NA,NA,4021,71501,14.827,0.834,2468,0.512,0.01,98.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-16,1401,15,23.143,9,0,1.143,290.529,3.111,4.799,1.866,0,0.237,0.57,NA,NA,NA,NA,NA,NA,NA,NA,4396,75897,15.739,0.912,2555,0.53,0.009,110.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-17,1409,8,18,11,2,1.286,292.188,1.659,3.733,2.281,0.415,0.267,0.54,NA,NA,NA,NA,NA,NA,NA,NA,4850,80747,16.745,1.006,3002,0.623,0.006,166.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-18,1422,13,15.714,11,0,1,294.884,2.696,3.259,2.281,0,0.207,0.52,NA,NA,NA,NA,NA,NA,NA,NA,3206,83953,17.41,0.665,3204,0.664,0.005,203.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-19,1431,9,14.429,12,1,1.143,296.75,1.866,2.992,2.488,0.207,0.237,0.5,NA,NA,NA,NA,NA,NA,NA,NA,2306,86259,17.888,0.478,3341,0.693,0.004,231.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-20,1440,9,13,12,0,1,298.617,1.866,2.696,2.488,0,0.207,0.48,NA,NA,NA,NA,NA,NA,NA,NA,5732,91991,19.076,1.189,3948,0.819,0.003,303.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-21,1445,5,11.286,13,1,0.571,299.654,1.037,2.34,2.696,0.207,0.118,0.46,NA,NA,NA,NA,NA,NA,NA,NA,7124,99115,20.554,1.477,4519,0.937,0.002,400.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-22,1451,6,9.286,14,1,0.714,300.898,1.244,1.926,2.903,0.207,0.148,0.44,NA,NA,NA,NA,NA,NA,NA,NA,6243,105358,21.848,1.295,4837,1.003,0.002,520.9,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-23,1456,5,7.857,17,3,1.143,301.935,1.037,1.629,3.525,0.622,0.237,0.43,NA,NA,NA,NA,NA,NA,NA,NA,6640,111998,23.225,1.377,5157,1.069,0.002,656.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-24,1461,5,7.429,18,1,1,302.972,1.037,1.54,3.733,0.207,0.207,0.42,NA,NA,NA,NA,NA,NA,NA,NA,6543,118541,24.582,1.357,5399,1.12,0.001,726.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-25,1470,9,6.857,18,0,1,304.838,1.866,1.422,3.733,0,0.207,0.41,NA,NA,NA,NA,NA,NA,NA,NA,2741,121282,25.151,0.568,5333,1.106,0.001,777.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-26,1469,-1,5.429,19,1,1,304.631,-0.207,1.126,3.94,0.207,0.207,0.4,NA,NA,NA,NA,NA,NA,NA,NA,2098,123380,25.586,0.435,5303,1.1,0.001,976.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-27,1472,3,4.571,19,0,1,305.253,0.622,0.948,3.94,0,0.207,0.39,NA,NA,NA,NA,NA,NA,NA,NA,2034,125414,26.007,0.422,4775,0.99,0.001,1044.6,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-28,1474,2,4.143,19,0,0.857,305.668,0.415,0.859,3.94,0,0.178,0.38,NA,NA,NA,NA,NA,NA,NA,NA,5102,130516,27.065,1.058,4486,0.93,0.001,1082.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.04,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-29,1476,2,3.571,19,0,0.714,306.082,0.415,0.741,3.94,0,0.148,0.38,NA,NA,NA,NA,NA,NA,NA,NA,5351,135867,28.175,1.11,4358,0.904,0.001,1220.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-04-30,1479,3,3.286,19,0,0.286,306.704,0.622,0.681,3.94,0,0.059,0.38,NA,NA,NA,NA,NA,NA,NA,NA,5474,141341,29.31,1.135,4192,0.869,0.001,1275.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-01,1485,6,3.429,20,1,0.286,307.949,1.244,0.711,4.147,0.207,0.059,0.38,NA,NA,NA,NA,NA,NA,NA,NA,5653,146994,30.483,1.172,4065,0.843,0.001,1185.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-02,1487,2,2.429,20,0,0.286,308.363,0.415,0.504,4.147,0,0.059,0.37,NA,NA,NA,NA,NA,NA,NA,NA,2803,149797,31.064,0.581,4074,0.845,0.001,1677.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-03,1487,0,2.571,20,0,0.143,308.363,0,0.533,4.147,0,0.03,0.37,NA,NA,NA,NA,NA,NA,NA,NA,1660,151457,31.408,0.344,4011,0.832,0.001,1560.1,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-04,1486,-1,2,20,0,0.143,308.156,-0.207,0.415,4.147,0,0.03,0.37,NA,NA,NA,NA,NA,NA,NA,NA,5237,156694,32.494,1.086,4469,0.927,0,2234.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-05,1488,2,2,21,1,0.286,308.571,0.415,0.415,4.355,0.207,0.059,0.37,NA,NA,NA,NA,NA,NA,NA,NA,6864,163558,33.917,1.423,4720,0.979,0,2360,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-06,1489,1,1.857,21,0,0.286,308.778,0.207,0.385,4.355,0,0.059,0.37,NA,NA,NA,NA,NA,NA,NA,NA,7282,170840,35.428,1.51,4996,1.036,0,2690.4,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-07,1490,1,1.571,21,0,0.286,308.985,0.207,0.326,4.355,0,0.059,0.37,NA,NA,NA,NA,NA,NA,NA,NA,7814,178654,37.048,1.62,5330,1.105,0,3392.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-08,1492,2,1,21,0,0.143,309.4,0.415,0.207,4.355,0,0.03,0.38,NA,NA,NA,NA,NA,NA,NA,NA,8435,187089,38.797,1.749,5728,1.188,0,5728,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-09,1494,2,1,21,0,0.143,309.815,0.415,0.207,4.355,0,0.03,0.38,NA,NA,NA,NA,NA,NA,NA,NA,3435,190524,39.509,0.712,5818,1.206,0,5818,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-10,1497,3,1.429,21,0,0.143,310.437,0.622,0.296,4.355,0,0.03,0.39,NA,NA,NA,NA,NA,NA,NA,NA,1745,192269,39.871,0.362,5830,1.209,0,4079.8,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-11,1497,0,1.571,21,0,0.143,310.437,0,0.326,4.355,0,0.03,0.37,NA,NA,NA,NA,NA,NA,NA,NA,5427,197696,40.997,1.125,5857,1.215,0,3728.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-12,1497,0,1.286,21,0,0,310.437,0,0.267,4.355,0,0,0.36,NA,NA,NA,NA,NA,NA,NA,NA,7495,205191,42.551,1.554,5948,1.233,0,4625.2,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-13,1497,0,1.143,21,0,0,310.437,0,0.237,4.355,0,0,0.36,NA,NA,NA,NA,NA,NA,NA,NA,6857,212048,43.973,1.422,5887,1.221,0,5150.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.33,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-14,1498,1,1.143,21,0,0,310.644,0.207,0.237,4.355,0,0,0.37,NA,NA,NA,NA,NA,NA,NA,NA,6582,218630,45.338,1.365,5711,1.184,0,4996.5,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.81,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
NZL,Oceania,New Zealand,2020-05-15,1498,0,0.857,21,0,0,310.644,0,0.178,4.355,0,0,0.38,NA,NA,NA,NA,NA,NA,NA,NA,5780,224410,46.537,1.199,5332,1.106,0,6221.7,tests performed,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.81,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931
